step,winner,endpoint_factor,edge_factor
37,1,0.726948,0.137879
0,1,0,0
1,1,0.5,0.208333
2,1,0,0
3,1,0.458333,0.208333
4,1,0.0194444,0
5,1,0.509921,0.208333
6,1,0.152778,0.00396825
7,1,0.0813853,0.00396825
8,1,-0.238059,-0.236111
9,1,0.0630342,0
10,1,-0.416764,-0.208333
11,1,0.0729798,0
12,1,-0.386844,-0.204365
13,1,5.55112e-17,0
14,1,-0.270692,-0.211111
15,1,0.0710317,0.363492
16,1,-0.315079,-0.211111
17,1,0.440476,0.204365
18,1,-0.378968,-0.227778
19,1,-0.194444,-0.259524
20,1,-0.965909,-0.963059
21,1,0.25641,-0.340512
22,1,-0.375,-0.216342
23,1,0.0238095,-0.258766
24,1,-0.0845238,-0.225758
25,1,0.658333,0.161183
26,1,0.108333,-0.0100178
0,-1,0,0
1,-1,0.5,0.208333
2,-1,0,0
3,-1,0.490476,0.208333
4,-1,0.708333,0.409524
5,-1,0.991667,0.645635
6,-1,0.0944444,-0.0376984
7,-1,1.31944,0.608333
8,-1,0.5,0.185714
9,-1,0.819444,0.396825
10,-1,0.319444,0.188492
11,-1,0.340909,0.549603
12,-1,0.0166667,0.338492
13,-1,0.522619,0.552778
14,-1,-0.292857,0.130159
15,-1,0.207143,0.338492
16,-1,-0.135281,0.140079
17,-1,0.367399,0.323413
18,-1,-0.0909341,0.108694
19,-1,0.392399,0.297583
20,-1,0.225733,0.317785
21,-1,0.299975,0.332504
22,-1,-0.130678,0.12803
23,-1,0.512241,0.504365
24,-1,-0.0383547,0.335354
0,-1,0,0
1,-1,-0.233333,-0.207143
2,-1,0.333333,0.47619
3,-1,0.925,0.684524
4,-1,0.791667,0.687302
5,-1,1.23611,0.901587
6,-1,0.0277778,0.255556
7,-1,-0.183333,0.0638889
8,-1,-0.672222,-0.137698
9,-1,-0.325,0.0706349
10,-1,-0.400758,0.0666667
11,-1,0.0333333,0.627778
12,-1,-0.292424,0.416667
13,-1,0.207576,0.625
14,-1,-0.490476,-0.205556
15,-1,0.717857,0.440476
16,-1,-0.0821429,0.0123016
17,-1,0.444444,0.2
18,-1,-0.311508,-0.200397
19,-1,0.392857,0.221825
20,-1,0.100036,-0.0266595
21,-1,0.611645,0.137302
22,-1,0.534722,0.111544
23,-1,0.329228,-0.0555556
