step,winner,endpoint_factor,edge_factor
6,1,-0.266667,0.0277778
7,1,0.5,0.093254
8,1,-0.192857,-0.00992063
9,1,0.540476,0.166667
0,-1,0,0
1,-1,-0.233333,-0.107143
2,-1,-0.47619,-0.218254
3,-1,0.416667,0.115079
4,-1,-0.791667,-0.186508
5,-1,0.391667,0.115079
6,-1,0.617857,0.22619
7,-1,0.391667,0.121032
8,-1,-0.130556,0.0238095
9,-1,0.452778,0.117063
10,-1,-0.172222,0.0198413
11,-1,0.275397,0.117063
12,-1,-0.0123016,-0.075
13,-1,-0.0034743,0.162698
14,-1,-0.27236,0.0222222
15,-1,0.557297,0.246032
16,-1,0.0130101,0.15119
17,-1,0.894902,0.438492
18,-1,0.381807,0.337662
0,1,0,0
1,1,-0.233333,-0.107143
2,1,-0.47619,-0.218254
3,1,-0.217857,-0.10119
4,1,-0.717857,-0.198413
5,1,0.1,0.166667
6,1,-1.10833,-0.134921
7,1,-0.288889,0.0793651
8,1,-0.809091,-0.0238095
9,1,-0.292857,0.0888889
10,1,-0.35,0.106746
11,1,0.138095,0.203968
12,1,0.0115079,0.217857
13,1,0.36514,0.328968
14,1,-0.444383,0.120635
15,1,-0.0933913,0.213889
16,1,0.106609,0.342857
17,1,0.687164,0.606746
18,1,0.0569444,0.37619
19,1,0.522222,0.480159
20,1,0.254029,0.39246
21,1,0.621886,0.258333
22,1,0.133333,0.171032
23,1,0.736378,0.309921
24,1,0.21048,0.465476
25,1,0.845894,0.576587
26,1,0.551829,0.276587
27,1,0.130815,0.184524
28,1,-0.0996032,0.0146465
29,1,0.248016,0.059596
30,1,-0.24246,-0.0222222
31,1,-0.26676,-0.0131313
32,1,-0.715925,-0.120707
33,1,-0.501423,-0.113131
34,1,-0.914933,-0.185354
35,1,-1.12279,-0.205556
36,1,-1.48619,-0.259524
37,1,-0.627381,-0.615934
38,1,-0.924457,-0.675758
39,1,-0.392711,-0.525408
40,1,-0.917565,-0.521678
41,1,-0.917565,-0.581019
42,1,-1.16756,-0.581935
43,1,-0.513743,-0.528089
0,1,0,0
1,1,-0.233333,-0.107143
2,1,-0.47619,-0.218254
3,1,0.0238095,-0.121032
4,1,-0.434524,-0.218254
5,1,0.0904762,-0.121032
6,1,-0.228968,-0.232143
7,1,0.0919913,-0.0996032
8,1,-0.394023,-0.196825
9,1,-0.420971,-0.196825
10,1,-0.714982,-0.34127
11,1,0.0627955,-0.132937
12,1,-0.817521,-0.490079
13,1,-0.638889,-0.388889
14,1,-0.384127,-0.277778
15,1,0.222222,-0.0555556
16,1,-0.277778,-0.152778
17,1,0.0325758,-0.112698
18,1,0.32451,-0.0349206
19,1,0.451855,-0.072619
20,1,0.25741,-0.251587
21,1,1.17047,0.115476
22,1,-0.0238779,-0.196032
23,1,0.441934,-0.106746
24,1,0.233601,-0.123413
25,1,0.650267,-0.0234127
26,1,0.016934,-0.120635
27,1,0.266934,-0.120635
28,1,0.016934,-0.120635
29,1,0.766934,-0.0468254
30,1,0.516934,-0.0246032
31,1,1.59074,0.311111
32,1,1.45741,0.291667
33,1,2.09694,0.375433
34,1,1.63146,0.250433
35,1,1.94841,0.468687
36,1,0.594805,0.163636
37,1,0.726948,0.0373737
0,1,0,0
1,1,0.5,0.0972222
2,1,0,0
3,1,0.458333,0.0972222
4,1,0.0194444,0
5,1,0.509921,0.0972222
6,1,0.152778,-0.0138889
7,1,0.0813853,-0.0138889
8,1,-0.238059,-0.125
9,1,0.0630342,-0.0138889
10,1,-0.416764,-0.111111
11,1,0.0729798,-0.0138889
12,1,-0.386844,-0.093254
13,1,5.55112e-17,0
14,1,-0.270692,-0.111111
15,1,0.0710317,0.184524
16,1,-0.315079,-0.111111
17,1,0.440476,0.093254
18,1,-0.378968,-0.130556
19,1,-0.194444,-0.162302
20,1,-0.965909,-0.565079
21,1,0.25641,-0.249603
22,1,-0.375,-0.117857
23,1,0.0238095,-0.140079
24,1,-0.0845238,-0.113889
25,1,0.658333,0.0781746
26,1,0.108333,-0.0138889
0,-1,0,0
1,-1,0.5,0.0972222
2,-1,0,0
3,-1,0.490476,0.0972222
4,-1,0.708333,0.198413
5,-1,0.991667,0.309524
6,-1,0.0944444,-0.0376984
7,-1,1.31944,0.263889
8,-1,0.5,0.0496032
9,-1,0.819444,0.160714
10,-1,0.319444,0.0634921
11,-1,0.340909,0.295635
12,-1,0.0166667,0.184524
13,-1,0.522619,0.287698
14,-1,-0.292857,0.0734127
15,-1,0.207143,0.170635
16,-1,-0.135281,0.0595238
17,-1,0.367399,0.166667
18,-1,-0.0909341,0.0456349
19,-1,0.392399,0.134524
20,-1,0.225733,0.145635
21,-1,0.299975,0.169444
22,-1,-0.130678,0.0555556
23,-1,0.512241,0.257143
24,-1,-0.0383547,0.188889
0,-1,0,0
1,-1,-0.233333,-0.107143
2,-1,0.333333,0.253968
3,-1,0.925,0.35119
4,-1,0.791667,0.365079
5,-1,1.23611,0.482143
6,-1,0.0277778,0.180556
7,-1,-0.183333,0.0888889
8,-1,-0.672222,-0.00436508
9,-1,-0.325,0.106746
10,-1,-0.400758,0.120635
11,-1,0.0333333,0.413889
12,-1,-0.292424,0.302778
13,-1,0.207576,0.4
14,-1,-0.490476,-0.0972222
15,-1,0.717857,0.204365
16,-1,-0.0821429,-0.0194444
17,-1,0.444444,0.0460317
18,-1,-0.311508,-0.168254
19,-1,0.392857,0.0539683
20,-1,0.100036,-0.0988095
21,-1,0.611645,-0.0154762
22,-1,0.534722,-0.0488095
23,-1,0.329228,-0.125
24,-1,0.495894,-0.0138889
25,-1,0.862561,0.111111
26,-1,0.396429,0.0583333
0,1,0,0
1,1,-0.283333,-0.111111
2,1,-0.666667,-0.222222
3,1,-1.04167,-0.329365
4,1,-1.28333,-0.440476
5,1,-1.16667,-0.454365
6,1,-1.31667,-0.597222
7,1,-0.908333,-0.503968
8,1,-1.38333,-0.60119
9,1,-0.57381,-0.392857
10,1,-1.36667,-0.615079
11,1,-1.04091,-0.490079
12,1,-1.67424,-0.587302
13,1,-0.713986,-0.345635
14,1,-0.424242,-0.244444
15,1,0.561905,-0.188889
0,1,0,0
1,1,0.283333,0.111111
2,1,0,0
3,1,0.408333,0.093254
4,1,0,0
5,1,0.5,0.0873016
6,1,0.25,0.0873016
7,1,1.14286,0.47619
8,1,0.642857,0.396825
9,1,1.31667,0.573413
10,1,0.516667,0.365079
11,1,0.310256,0.323413
12,1,0.760256,0.563492
13,1,1.17692,0.674603
14,1,0.436447,0.615079
15,1,0.686447,0.615079
16,1,0.238034,0.503968
17,1,0.717832,0.60119
18,1,0.217832,0.523413
19,1,0.467832,0.523413
20,1,0.351166,0.523413
21,1,1.56581,0.815079
22,1,0.74359,0.573413
23,1,0.1,0.442857
24,1,0.457479,0.486111
25,1,0.825794,0.238889
26,1,1.04441,0.367424
27,1,1.12774,0.358333
28,1,0.911075,0.378535
29,1,1.6631,0.545635
30,1,0.543254,0.214322
31,1,0.676587,0.156746
0,1,0,0
1,1,0.5,0.0972222
2,1,0,0
3,1,0.505952,0.103175
4,1,0.222222,-0.00793651
5,1,0.512698,0.112698
6,1,0.762698,0.237698
